expiry,option_type,K,T,S0,lastPrice,iv
2025-11-21,Call,300.0,0.010958904109589041,268.2200012207031,0.01,0.3437565625
2025-11-21,Call,302.5,0.010958904109589041,268.2200012207031,0.01,0.398443515625
2025-11-21,Call,305.0,0.010958904109589041,268.2200012207031,0.01,0.39063109375
2025-11-21,Call,307.5,0.010958904109589041,268.2200012207031,0.01,0.445318046875
2025-11-21,Call,310.0,0.010958904109589041,268.2200012207031,0.01,0.437505625
2025-11-21,Call,312.5,0.010958904109589041,268.2200012207031,0.01,0.46094289062500005
2025-11-21,Call,315.0,0.010958904109589041,268.2200012207031,0.01,0.476567734375
2025-11-21,Call,317.5,0.010958904109589041,268.2200012207031,0.01,0.500005
2025-11-21,Call,320.0,0.010958904109589041,268.2200012207031,0.01,0.523442265625
2025-11-21,Call,322.5,0.010958904109589041,268.2200012207031,0.01,0.51562984375
2025-11-21,Call,325.0,0.010958904109589041,268.2200012207031,0.01,0.5312546875
2025-11-21,Call,330.0,0.010958904109589041,268.2200012207031,0.01,0.5625043750000001
2025-11-21,Call,335.0,0.010958904109589041,268.2200012207031,0.01,0.6093789062500001
2025-11-21,Call,340.0,0.010958904109589041,268.2200012207031,0.01,0.64062859375
2025-11-21,Call,345.0,0.010958904109589041,268.2200012207031,0.01,0.6875031250000001
2025-11-21,Call,350.0,0.010958904109589041,268.2200012207031,0.01,0.7187528125
2025-11-21,Call,355.0,0.010958904109589041,268.2200012207031,0.01,0.7500025
2025-11-21,Call,360.0,0.010958904109589041,268.2200012207031,0.01,0.7812521875
2025-11-21,Call,365.0,0.010958904109589041,268.2200012207031,0.02,0.8125018749999999
2025-11-21,Call,370.0,0.010958904109589041,268.2200012207031,0.02,0.8437515624999999
2025-11-21,Call,380.0,0.010958904109589041,268.2200012207031,0.01,0.9062509375
2025-11-21,Call,400.0,0.010958904109589041,268.2200012207031,0.01,1.0312548437500002
2025-11-21,Put,100.0,0.010958904109589041,268.2200012207031,0.01,2.50000375
2025-11-21,Put,105.0,0.010958904109589041,268.2200012207031,0.01,2.3750040624999995
2025-11-21,Put,110.0,0.010958904109589041,268.2200012207031,0.01,2.2500043749999996
2025-11-21,Put,115.0,0.010958904109589041,268.2200012207031,0.01,2.1875045312499997
2025-11-21,Put,120.0,0.010958904109589041,268.2200012207031,0.01,2.0625048437499998
2025-11-21,Put,125.0,0.010958904109589041,268.2200012207031,0.01,1.9375003125
2025-11-21,Put,130.0,0.010958904109589041,268.2200012207031,0.01,1.875000625
2025-11-21,Put,135.0,0.010958904109589041,268.2200012207031,0.01,1.75000125
2025-11-21,Put,140.0,0.010958904109589041,268.2200012207031,0.01,1.6875015625
2025-11-21,Put,145.0,0.010958904109589041,268.2200012207031,0.01,1.5937520312499998
2025-11-21,Put,150.0,0.010958904109589041,268.2200012207031,0.01,1.5000025
2025-11-21,Put,155.0,0.010958904109589041,268.2200012207031,0.01,1.4375028125
2025-11-21,Put,160.0,0.010958904109589041,268.2200012207031,0.01,1.3750031249999999
2025-11-21,Put,165.0,0.010958904109589041,268.2200012207031,0.01,1.2812535937499998
2025-11-21,Put,170.0,0.010958904109589041,268.2200012207031,0.01,1.1875040625
2025-11-21,Put,175.0,0.010958904109589041,268.2200012207031,0.01,1.125004375
2025-11-21,Put,180.0,0.010958904109589041,268.2200012207031,0.01,1.0625046875000002
2025-11-21,Put,185.0,0.010958904109589041,268.2200012207031,0.01,0.98437515625
2025-11-21,Put,190.0,0.010958904109589041,268.2200012207031,0.01,0.937500625
2025-11-21,Put,195.0,0.010958904109589041,268.2200012207031,0.01,0.87500125
2025-11-21,Put,200.0,0.010958904109589041,268.2200012207031,0.01,0.79687703125
2025-11-21,Put,205.0,0.010958904109589041,268.2200012207031,0.01,0.7812521875
2025-11-21,Put,210.0,0.010958904109589041,268.2200012207031,0.01,0.7187528125
2025-11-21,Put,215.0,0.010958904109589041,268.2200012207031,0.01,0.6796907031250001
2025-11-21,Put,220.0,0.010958904109589041,268.2200012207031,0.01,0.6093789062500001
2025-11-21,Put,225.0,0.010958904109589041,268.2200012207031,0.02,0.5468795312500001
2025-11-21,Put,227.5,0.010958904109589041,268.2200012207031,0.02,0.5468795312500001
2025-11-21,Put,230.0,0.010958904109589041,268.2200012207031,0.02,0.51562984375
2025-11-21,Put,232.5,0.010958904109589041,268.2200012207031,0.02,0.500005
2025-11-21,Put,235.0,0.010958904109589041,268.2200012207031,0.03,0.47461462890625
2025-11-21,Put,237.5,0.010958904109589041,268.2200012207031,0.04,0.45313046875
2025-11-21,Put,240.0,0.010958904109589041,268.2200012207031,0.06,0.42969320312500003
2025-11-21,Put,242.5,0.010958904109589041,268.2200012207031,0.07,0.4101621484375
2025-11-21,Put,245.0,0.010958904109589041,268.2200012207031,0.11,0.387701435546875
2025-11-21,Put,247.5,0.010958904109589041,268.2200012207031,0.14,0.3711000390625
2025-11-21,Put,250.0,0.010958904109589041,268.2200012207031,0.19,0.35156898437499995
2025-11-21,Put,252.5,0.010958904109589041,268.2200012207031,0.28,0.33447931152343746
2025-11-21,Put,255.0,0.010958904109589041,268.2200012207031,0.41,0.3198310205078124
2025-11-21,Put,257.5,0.010958904109589041,268.2200012207031,0.58,0.3064034204101562
2025-11-21,Put,260.0,0.010958904109589041,268.2200012207031,0.91,0.295905478515625
2025-11-21,Put,262.5,0.010958904109589041,268.2200012207031,1.33,0.28174546386718746
2025-11-21,Put,265.0,0.010958904109589041,268.2200012207031,2.02,0.27149166015625
2025-11-21,Put,267.5,0.010958904109589041,268.2200012207031,3.05,0.2661206201171875
2025-11-21,Put,270.0,0.010958904109589041,268.2200012207031,4.2,0.26538820556640624
2025-11-21,Put,272.5,0.010958904109589041,268.2200012207031,5.84,0.26856200195312496
2025-11-21,Put,275.0,0.010958904109589041,268.2200012207031,7.69,0.2722240747070312
2025-11-21,Put,277.5,0.010958904109589041,268.2200012207031,8.8,0.2836985693359374
2025-11-21,Put,280.0,0.010958904109589041,268.2200012207031,11.8,0.30103238037109376
2025-11-21,Put,282.5,0.010958904109589041,268.2200012207031,13.6,0.414068359375
2025-11-21,Put,285.0,0.010958904109589041,268.2200012207031,18.15,0.42163664306640625
2025-11-21,Put,287.5,0.010958904109589041,268.2200012207031,19.65,0.5690961059570312
2025-11-21,Put,290.0,0.010958904109589041,268.2200012207031,19.8,0.5717816259765626
2025-11-21,Put,292.5,0.010958904109589041,268.2200012207031,19.1,0.6599155102539063
2025-11-21,Put,295.0,0.010958904109589041,268.2200012207031,22.0,0.6567417138671876
2025-11-21,Put,297.5,0.010958904109589041,268.2200012207031,30.0,0.62305064453125
2025-11-21,Put,300.0,0.010958904109589041,268.2200012207031,31.73,0.6069375244140626
2025-11-21,Put,302.5,0.010958904109589041,268.2200012207031,34.37,0.56055126953125
2025-11-21,Put,305.0,0.010958904109589041,268.2200012207031,37.37,0.5918009570312501
2025-11-21,Put,307.5,0.010958904109589041,268.2200012207031,39.67,0.622074091796875
2025-11-21,Put,310.0,0.010958904109589041,268.2200012207031,35.69,0.73437765625
2025-11-21,Put,312.5,0.010958904109589041,268.2200012207031,36.4,0.7412135253906249
2025-11-21,Put,315.0,0.010958904109589041,268.2200012207031,54.28,0.710940390625
2025-11-21,Put,320.0,0.010958904109589041,268.2200012207031,48.78,0.8325212060546874
2025-11-21,Put,325.0,0.010958904109589041,268.2200012207031,109.82,2.4670448480224607
2025-11-21,Put,335.0,0.010958904109589041,268.2200012207031,61.39,1.0244189404296877
2025-11-21,Put,345.0,0.010958904109589041,268.2200012207031,114.9,3.7277838836669916
2025-11-21,Put,355.0,0.010958904109589041,268.2200012207031,82.2,1.2353553857421873
2025-11-21,Put,365.0,0.010958904109589041,268.2200012207031,94.15,1.334964262695312
2025-11-21,Put,370.0,0.010958904109589041,268.2200012207031,99.14,1.3828155859374998
2025-11-21,Put,385.0,0.010958904109589041,268.2200012207031,117.27,1.5205102099609373
2025-11-21,Put,395.0,0.010958904109589041,268.2200012207031,127.26,1.4765651171875
2025-11-21,Put,400.0,0.010958904109589041,268.2200012207031,129.0,1.6513689306640624
2025-11-28,Call,110.0,0.030136986301369864,268.2200012207031,160.95,1.9218753906250001
2025-11-28,Call,120.0,0.030136986301369864,268.2200012207031,150.8,1.8320320898437497
2025-11-28,Call,125.0,0.030136986301369864,268.2200012207031,145.77,1.6640641796875002
2025-11-28,Call,130.0,0.030136986301369864,268.2200012207031,141.01,1.6601579492187502
2025-11-28,Call,135.0,0.030136986301369864,268.2200012207031,135.81,1.3046909765624997
2025-11-28,Call,140.0,0.030136986301369864,268.2200012207031,130.7,1.50390873046875
2025-11-28,Call,145.0,0.030136986301369864,268.2200012207031,129.78,1.3164096679687498
2025-11-28,Call,150.0,0.030136986301369864,268.2200012207031,121.2,0.500005
2025-11-28,Call,155.0,0.030136986301369864,268.2200012207031,113.32,1.224613251953125
2025-11-28,Call,160.0,0.030136986301369864,268.2200012207031,109.91,1.2851598242187499
2025-11-28,Call,170.0,0.030136986301369864,268.2200012207031,98.33,0.8906260937499999
2025-11-28,Call,175.0,0.030136986301369864,268.2200012207031,96.85,0.9414068359375
2025-11-28,Call,180.0,0.030136986301369864,268.2200012207031,90.75,0.9433599414062499
2025-11-28,Call,185.0,0.030136986301369864,268.2200012207031,83.53,0.9726565234375
2025-11-28,Call,190.0,0.030136986301369864,268.2200012207031,78.21,0.911133701171875
2025-11-28,Call,195.0,0.030136986301369864,268.2200012207031,75.05,0.807619111328125
2025-11-28,Call,200.0,0.030136986301369864,268.2200012207031,73.5,0.778322529296875
2025-11-28,Call,205.0,0.030136986301369864,268.2200012207031,65.5,0.6435582519531251
2025-11-28,Call,210.0,0.030136986301369864,268.2200012207031,57.63,0.6103554589843752
2025-11-28,Call,215.0,0.030136986301369864,268.2200012207031,54.61,0.68555001953125
2025-11-28,Call,220.0,0.030136986301369864,268.2200012207031,54.53,0.6254920263671876
2025-11-28,Call,222.5,0.030136986301369864,268.2200012207031,52.5,0.51758294921875
2025-11-28,Call,225.0,0.030136986301369864,268.2200012207031,48.71,0.5092822509765625
2025-11-28,Call,230.0,0.030136986301369864,268.2200012207031,38.8,0.48340360351562506
2025-11-28,Call,232.5,0.030136986301369864,268.2200012207031,40.53,0.6489292919921875
2025-11-28,Call,235.0,0.030136986301369864,268.2200012207031,39.59,0.43848217773437503
2025-11-28,Call,237.5,0.030136986301369864,268.2200012207031,37.17,0.4292049267578125
2025-11-28,Call,240.0,0.030136986301369864,268.2200012207031,28.46,0.40820904296875
2025-11-28,Call,242.5,0.030136986301369864,268.2200012207031,31.92,0.48438015625
2025-11-28,Call,245.0,0.030136986301369864,268.2200012207031,24.99,0.37573866455078125
2025-11-28,Call,247.5,0.030136986301369864,268.2200012207031,26.16,0.36157864990234373
2025-11-28,Call,250.0,0.030136986301369864,268.2200012207031,18.62,0.3227606787109374
2025-11-28,Call,252.5,0.030136986301369864,268.2200012207031,16.6,0.32300481689453114
2025-11-28,Call,255.0,0.030136986301369864,268.2200012207031,14.1,0.2827220166015625
2025-11-28,Call,257.5,0.030136986301369864,268.2200012207031,12.17,0.29077857666015616
2025-11-28,Call,260.0,0.030136986301369864,268.2200012207031,9.78,0.2659985510253906
2025-11-28,Call,262.5,0.030136986301369864,268.2200012207031,9.0,0.24842060180664063
2025-11-28,Call,265.0,0.030136986301369864,268.2200012207031,6.25,0.2398147308349609
2025-11-28,Call,267.5,0.030136986301369864,268.2200012207031,4.8,0.23438265625
2025-11-28,Call,270.0,0.030136986301369864,268.2200012207031,3.59,0.23084265258789063
2025-11-28,Call,272.5,0.030136986301369864,268.2200012207031,2.6,0.2299881689453125
2025-11-28,Call,275.0,0.030136986301369864,268.2200012207031,1.74,0.22571575073242187
2025-11-28,Call,277.5,0.030136986301369864,268.2200012207031,1.15,0.21949022705078125
2025-11-28,Call,280.0,0.030136986301369864,268.2200012207031,0.74,0.2180253979492187
2025-11-28,Call,282.5,0.030136986301369864,268.2200012207031,0.45,0.21558401611328126
2025-11-28,Call,285.0,0.030136986301369864,268.2200012207031,0.27,0.21558401611328126
2025-11-28,Call,287.5,0.030136986301369864,268.2200012207031,0.18,0.21704884521484374
2025-11-28,Call,290.0,0.030136986301369864,268.2200012207031,0.1,0.22168747070312497
2025-11-28,Call,292.5,0.030136986301369864,268.2200012207031,0.06,0.225593681640625
2025-11-28,Call,295.0,0.030136986301369864,268.2200012207031,0.05,0.233406103515625
2025-11-28,Call,297.5,0.030136986301369864,268.2200012207031,0.03,0.24414818359375
2025-11-28,Call,300.0,0.030136986301369864,268.2200012207031,0.02,0.25196060546875
2025-11-28,Call,302.5,0.030136986301369864,268.2200012207031,0.02,0.26758544921875
2025-11-28,Call,305.0,0.030136986301369864,268.2200012207031,0.01,0.27149166015625
2025-11-28,Call,307.5,0.030136986301369864,268.2200012207031,0.02,0.28711650390624993
2025-11-28,Call,310.0,0.030136986301369864,268.2200012207031,0.02,0.3007882421875
2025-11-28,Call,312.5,0.030136986301369864,268.2200012207031,0.01,0.31641308593749995
2025-11-28,Call,315.0,0.030136986301369864,268.2200012207031,0.01,0.3320379296875
2025-11-28,Call,317.5,0.030136986301369864,268.2200012207031,0.02,0.32031929687499994
2025-11-28,Call,320.0,0.030136986301369864,268.2200012207031,0.01,0.335944140625
2025-11-28,Call,322.5,0.030136986301369864,268.2200012207031,0.03,0.35156898437499995
2025-11-28,Call,325.0,0.030136986301369864,268.2200012207031,0.01,0.3632876171875
2025-11-28,Call,330.0,0.030136986301369864,268.2200012207031,0.01,0.39063109375
2025-11-28,Call,335.0,0.030136986301369864,268.2200012207031,0.01,0.414068359375
2025-11-28,Call,340.0,0.030136986301369864,268.2200012207031,0.01,0.437505625
2025-11-28,Call,345.0,0.030136986301369864,268.2200012207031,0.01,0.46094289062500005
2025-11-28,Call,350.0,0.030136986301369864,268.2200012207031,0.01,0.48438015625
2025-11-28,Call,355.0,0.030136986301369864,268.2200012207031,0.01,0.507817421875
2025-11-28,Call,360.0,0.030136986301369864,268.2200012207031,0.01,0.500005
2025-11-28,Call,365.0,0.030136986301369864,268.2200012207031,0.01,0.5312546875
2025-11-28,Call,370.0,0.030136986301369864,268.2200012207031,0.01,0.5468795312500001
2025-11-28,Call,375.0,0.030136986301369864,268.2200012207031,0.01,0.5625043750000001
2025-11-28,Call,395.0,0.030136986301369864,268.2200012207031,0.01,0.6562534375000001
2025-11-28,Call,400.0,0.030136986301369864,268.2200012207031,0.01,0.6718782812500002
2025-11-28,Put,120.0,0.030136986301369864,268.2200012207031,0.02,1.3437532812499997
2025-11-28,Put,130.0,0.030136986301369864,268.2200012207031,0.01,1.21875390625
2025-11-28,Put,145.0,0.030136986301369864,268.2200012207031,0.03,1.0312548437500002
2025-11-28,Put,150.0,0.030136986301369864,268.2200012207031,0.01,0.9687503125
2025-11-28,Put,155.0,0.030136986301369864,268.2200012207031,0.02,0.937500625
2025-11-28,Put,160.0,0.030136986301369864,268.2200012207031,0.01,0.87500125
2025-11-28,Put,165.0,0.030136986301369864,268.2200012207031,0.01,0.8281267187499999
2025-11-28,Put,170.0,0.030136986301369864,268.2200012207031,0.01,0.7812521875
2025-11-28,Put,175.0,0.030136986301369864,268.2200012207031,0.01,0.73437765625
2025-11-28,Put,180.0,0.030136986301369864,268.2200012207031,0.01,0.6875031250000001
2025-11-28,Put,185.0,0.030136986301369864,268.2200012207031,0.01,0.64062859375
2025-11-28,Put,190.0,0.030136986301369864,268.2200012207031,0.01,0.5937540625000001
2025-11-28,Put,195.0,0.030136986301369864,268.2200012207031,0.02,0.5937540625000001
2025-11-28,Put,200.0,0.030136986301369864,268.2200012207031,0.01,0.5664105859375
2025-11-28,Put,205.0,0.030136986301369864,268.2200012207031,0.02,0.523442265625
2025-11-28,Put,210.0,0.030136986301369864,268.2200012207031,0.03,0.5039112109375
2025-11-28,Put,215.0,0.030136986301369864,268.2200012207031,0.04,0.48438015625
2025-11-28,Put,220.0,0.030136986301369864,268.2200012207031,0.05,0.45117736328125
2025-11-28,Put,222.5,0.030136986301369864,268.2200012207031,0.07,0.437505625
2025-11-28,Put,225.0,0.030136986301369864,268.2200012207031,0.06,0.414068359375
2025-11-28,Put,227.5,0.030136986301369864,268.2200012207031,0.07,0.4062559375
2025-11-28,Put,230.0,0.030136986301369864,268.2200012207031,0.1,0.39453730468750003
2025-11-28,Put,232.5,0.030136986301369864,268.2200012207031,0.13,0.379889013671875
2025-11-28,Put,235.0,0.030136986301369864,268.2200012207031,0.16,0.36817038085937503
2025-11-28,Put,237.5,0.030136986301369864,268.2200012207031,0.15,0.35352208984374994
2025-11-28,Put,240.0,0.030136986301369864,268.2200012207031,0.22,0.3393620751953125
2025-11-28,Put,242.5,0.030136986301369864,268.2200012207031,0.26,0.3227606787109374
2025-11-28,Put,245.0,0.030136986301369864,268.2200012207031,0.32,0.31055376953124997
2025-11-28,Put,247.5,0.030136986301369864,268.2200012207031,0.36,0.2963937548828125
2025-11-28,Put,250.0,0.030136986301369864,268.2200012207031,0.53,0.2868723657226562
2025-11-28,Put,252.5,0.030136986301369864,268.2200012207031,0.73,0.2756420092773437
2025-11-28,Put,255.0,0.030136986301369864,268.2200012207031,0.98,0.2650219982910156
2025-11-28,Put,257.5,0.030136986301369864,268.2200012207031,1.35,0.2569654382324219
2025-11-28,Put,260.0,0.030136986301369864,268.2200012207031,1.75,0.249030947265625
2025-11-28,Put,262.5,0.030136986301369864,268.2200012207031,2.37,0.24195093994140626
2025-11-28,Put,265.0,0.030136986301369864,268.2200012207031,3.11,0.23987576538085933
2025-11-28,Put,267.5,0.030136986301369864,268.2200012207031,4.18,0.2318192053222656
2025-11-28,Put,270.0,0.030136986301369864,268.2200012207031,5.4,0.23084265258789063
2025-11-28,Put,272.5,0.030136986301369864,268.2200012207031,6.85,0.2205888488769531
2025-11-28,Put,275.0,0.030136986301369864,268.2200012207031,8.45,0.21717091430664062
2025-11-28,Put,277.5,0.030136986301369864,268.2200012207031,9.05,0.2172929833984375
2025-11-28,Put,280.0,0.030136986301369864,268.2200012207031,12.6,0.23474886352539062
2025-11-28,Put,282.5,0.030136986301369864,268.2200012207031,13.6,0.247077841796875
2025-11-28,Put,285.0,0.030136986301369864,268.2200012207031,16.2,0.27027096923828126
2025-11-28,Put,287.5,0.030136986301369864,268.2200012207031,19.49,0.30884480224609373
2025-11-28,Put,290.0,0.030136986301369864,268.2200012207031,21.16,0.335944140625
2025-11-28,Put,292.5,0.030136986301369864,268.2200012207031,18.73,0.4381159704589844
2025-11-28,Put,295.0,0.030136986301369864,268.2200012207031,21.32,0.42212491943359376
2025-11-28,Put,300.0,0.030136986301369864,268.2200012207031,32.0,0.47412635253906255
2025-11-28,Put,305.0,0.030136986301369864,268.2200012207031,30.65,0.5297898583984376
2025-11-28,Put,307.5,0.030136986301369864,268.2200012207031,39.37,0.5600629931640625
2025-11-28,Put,320.0,0.030136986301369864,268.2200012207031,49.29,0.5507857421875001
2025-11-28,Put,325.0,0.030136986301369864,268.2200012207031,54.17,0.53320779296875
2025-11-28,Put,330.0,0.030136986301369864,268.2200012207031,58.98,0.6264685791015626
2025-11-28,Put,370.0,0.030136986301369864,268.2200012207031,101.07,0.8945323046874999
2025-11-28,Put,390.0,0.030136986301369864,268.2200012207031,121.06,1.0122119702148438
2025-12-05,Call,110.0,0.049315068493150684,268.2200012207031,160.42,1.53515857421875
2025-12-05,Call,120.0,0.049315068493150684,268.2200012207031,150.51,1.4882838085937498
2025-12-05,Call,130.0,0.049315068493150684,268.2200012207031,140.54,1.9282230151367186
2025-12-05,Call,140.0,0.049315068493150684,268.2200012207031,130.59,0.8437515624999999
2025-12-05,Call,150.0,0.049315068493150684,268.2200012207031,120.61,1.15625421875
2025-12-05,Call,160.0,0.049315068493150684,268.2200012207031,111.66,1.0537156689453124
2025-12-05,Call,165.0,0.049315068493150684,268.2200012207031,105.3,0.87695435546875
2025-12-05,Call,170.0,0.049315068493150684,268.2200012207031,100.24,0.84961087890625
2025-12-05,Call,175.0,0.049315068493150684,268.2200012207031,93.39,0.8359391406249999
2025-12-05,Call,185.0,0.049315068493150684,268.2200012207031,84.72,0.9343268286132812
2025-12-05,Call,190.0,0.049315068493150684,268.2200012207031,79.32,0.9360357958984374
2025-12-05,Call,195.0,0.049315068493150684,268.2200012207031,78.8,0.729494892578125
2025-12-05,Call,200.0,0.049315068493150684,268.2200012207031,72.98,0.63086306640625
2025-12-05,Call,205.0,0.049315068493150684,268.2200012207031,71.0,0.6557651611328126
2025-12-05,Call,210.0,0.049315068493150684,268.2200012207031,58.9,0.72851833984375
2025-12-05,Call,215.0,0.049315068493150684,268.2200012207031,52.42,0.7429224926757811
2025-12-05,Call,220.0,0.049315068493150684,268.2200012207031,54.75,0.703250037841797
2025-12-05,Call,225.0,0.049315068493150684,268.2200012207031,43.6,0.5617719604492188
2025-12-05,Call,230.0,0.049315068493150684,268.2200012207031,43.71,0.43994700683593746
2025-12-05,Call,235.0,0.049315068493150684,268.2200012207031,34.48,0.383795224609375
2025-12-05,Call,240.0,0.049315068493150684,268.2200012207031,28.56,0.36890279541015625
2025-12-05,Call,245.0,0.049315068493150684,268.2200012207031,23.93,0.34314621704101556
2025-12-05,Call,250.0,0.049315068493150684,268.2200012207031,20.47,0.3090889404296875
2025-12-05,Call,255.0,0.049315068493150684,268.2200012207031,15.92,0.29077857666015616
2025-12-05,Call,260.0,0.049315068493150684,268.2200012207031,10.97,0.2599561309814453
2025-12-05,Call,265.0,0.049315068493150684,268.2200012207031,8.1,0.2515943981933594
2025-12-05,Call,270.0,0.049315068493150684,268.2200012207031,5.0,0.23871610900878903
2025-12-05,Call,275.0,0.049315068493150684,268.2200012207031,2.92,0.23059851440429688
2025-12-05,Call,280.0,0.049315068493150684,268.2200012207031,1.57,0.22705851074218747
2025-12-05,Call,285.0,0.049315068493150684,268.2200012207031,0.78,0.22364057617187497
2025-12-05,Call,290.0,0.049315068493150684,268.2200012207031,0.36,0.22364057617187497
2025-12-05,Call,295.0,0.049315068493150684,268.2200012207031,0.2,0.22705851074218747
2025-12-05,Call,300.0,0.049315068493150684,268.2200012207031,0.09,0.23438265625
2025-12-05,Call,305.0,0.049315068493150684,268.2200012207031,0.05,0.2461012890625
2025-12-05,Call,310.0,0.049315068493150684,268.2200012207031,0.05,0.26563234375
2025-12-05,Call,315.0,0.049315068493150684,268.2200012207031,0.04,0.28321029296874994
2025-12-05,Call,320.0,0.049315068493150684,268.2200012207031,0.02,0.28516339843749994
2025-12-05,Call,325.0,0.049315068493150684,268.2200012207031,0.01,0.32227240234374993
2025-12-05,Call,330.0,0.049315068493150684,268.2200012207031,0.02,0.3437565625
2025-12-05,Call,335.0,0.049315068493150684,268.2200012207031,0.02,0.32813171874999997
2025-12-05,Call,340.0,0.049315068493150684,268.2200012207031,0.03,0.3711000390625
2025-12-05,Call,345.0,0.049315068493150684,268.2200012207031,0.02,0.39258419921875
2025-12-05,Call,350.0,0.049315068493150684,268.2200012207031,0.02,0.414068359375
